nu+pu+tehku+pistu+wew,ᓇᐸᑌᐦᑳᐲᐢᑕᐁᐧᐤ,"s/he winks at s.o."
nu+pu+tehku+pi+w,ᓇᐸᑌᐦᑳᐱᐤ,"s/he winks one eye
nu+pu+tehku+si+ku+n,ᓇᐸᑌᐦᑲᓯᑲᐣ,"pie (single crust)"
nu+pu+teku+m,ᓇᐸᑌᑳᒼ,"on one bank"
nu+pu+teku+tew,ᓇᐸᑌᑳᑌᐤ,"s/he has only one leg"
nu+pu+teni+sk,ᓇᐸᑌᓂᐢᐠ,"with one arm
nu+pu+teni+skew,ᓇᐸᑌᓂᐢᑫᐤ,"s/he uses one arm"
nu+pu+tepi+to+new,ᓇᐸᑌᐱᑐᓀᐤ,"s/he has only one arm"
nu+pu+tepo+tsi+ku+n,ᓇᐸᑌᐳᒋᑲᐣ,"plane
nu+pu+testu+wi+kew,ᓇᐸᑌᐢᑖᐃᐧᑫᐤ,"s/he builds a lean-to"
nu+pu+teyu+pi+w,ᓇᐸᑌᔮᐱᐤ,"s/he looks with one eye; s/he has only one eye"
nu+pu+teyu+si+w,ᓇᐸᑌᔮᓯᐤ,"s/he is blown to one side"
nu+pu+teyu+stu+n,ᓇᐸᑌᔮᐢᑕᐣ,"it is blown to one side"
nu+pu+wi+,ᓇᐹᐃᐧ,"too late"
nu+pehku+n,ᓈᐯᐦᑳᐣ,"brave
nu+pehku+so+w,ᓈᐯᐦᑳᓱᐤ,"he is brave
nu+pemek,ᓈᐯᒣᐠ,"male fish"
nu+pes,ᓈᐯᐢ,"boy"
nu+pesi+p,ᓈᐯᓯᑊ,"drake
nu+pesi+s,ᓈᐯᓯᐢ,"boy
nu+pesi+si+wi+w,ᓈᐯᓯᓯᐃᐧᐤ,"he is a boy
nu+pesti+m,ᓈᐯᐢᑎᒼ,"stallion
nu+pew,ᓈᐯᐤ,"man
nu+pewu+su+ku+y,ᓈᐯᐊᐧᓵᑲᕀ,"man's coat"
nu+pewu+si+ku+n,ᓈᐯᐊᐧᓯᑲᐣ,"man's sock"
nu+pewu+to+skew,ᓈᐯᐊᐧᑐᐢᑫᐤ,"s/he works like a man
nu+pewi+n,ᓈᐯᐃᐧᐣ,"maleness"
nu+pewi+nu+ko+si+w,ᓈᐯᐃᐧᓈᑯᓯᐤ,"s/he looks like a man
nu+pewi+sihew,ᓈᐯᐃᐧᓰᐦᐁᐤ,"s/he dresses s.o. as a boy
nu+pewi+siho+w,ᓈᐯᐃᐧᓰᐦᐅᐤ,"s/he dresses as a boy
nu+pewi+w,ᓈᐯᐃᐧᐤ,"he is a man
nu+peyu+po+s,ᓈᐯᔮᐳᐢ,"male rabbit"
nu+pi+hkwu+n,ᓈᐱᐦᑳᐧᐣ,"ship"
nu+pi+hkwu+ni+s,ᓈᐱᐦᑳᐧᓂᐢ,"motor boat"
nu+po+nu+m,ᓇᐳᓇᒼ,"s/he folds s.t. together"
nu+po+new,ᓇᐳᓀᐤ,"s/he folds s.o. together"
nu+po+pu+yi+w,ᓇᐳᐸᔨᐤ,"it folds over (automatically)"
nu+po+to+ku+n,ᓇᐳᑐᑲᐣ,"knock-kneed person"
nu+po+toku+neko+tsi+n,ᓇᐳᑑᑲᓀᑯᒋᐣ,"s/he stalks with crooked rump"
nu+po+to+ku+new,ᓇᐳᑐᑲᓀᐤ,"s/he is knock-kneed"
nu+po+toku+new,ᓇᐳᑑᑲᓀᐤ,"s/he is crooked at the rump"
nu+pwu+hpi+so+w,ᓇᐸᐧᐦᐱᓱᐤ,"s/he is hobbled"
nu+pwu+hpi+so+wi+n,ᓇᐸᐧᐦᐱᓱᐃᐧᐣ,"hobble"
nu+pwu+hpi+tew,ᓇᐸᐧᐦᐱᑌᐤ,"s/he hobbles s.o. (e.g. a horse)"
nu+pweki+nu+m,ᓇᐯᐧᑭᓇᒼ,"s/he folds s.t. double
nu+pweki+new,ᓇᐯᐧᑭᓀᐤ,"s/he folds s.o. in half"
nu+pweki+pi+tu+m,ᓇᐯᐧᑭᐱᑕᒼ,"s/he folds s.t. flat"
nu+pweki+pi+tew,ᓇᐯᐧᑭᐱᑌᐤ,"s/he folds s.o. flat"
nu+pweki+sku+m,ᓇᐯᐧᑭᐢᑲᒼ,"s/he tramples s.t. up; s/he flattens s.t."
nu+pweki+sku+wew,ᓇᐯᐧᑭᐢᑲᐁᐧᐤ,"s/he tramples s.o. up; s/he flattens s.o."
nu+pwen,ᓇᐯᐧᐣ,"frying pan
nu+pweni+s,ᓇᐯᐧᓂᐢ,"little frying pan"
nu+su+ku+y,ᓇᓴᑲᕀ,"my skin"
nu+si+ts,ᓈᓯᐨ,"very
nu+si+hku+ts,ᓇᓯᐦᑳᐨ,"slowly"
nu+si+pu+hew,ᓈᓯᐸᐦᐁᐤ,"s/he fetches s.o."
nu+si+pu+htu+w,ᓈᓯᐸᐦᑖᐤ,"s/he runs to fetch (s.t.)"
nu+si+pehtu+hew,ᓈᓯᐯᐦᑕᐦᐁᐤ,"s/he takes s.o. down to the edge of the water"
nu+si+pehtu+tu+w,ᓈᓯᐯᐦᑕᑖᐤ,"s/he takes s.t. down to the edge of the water"
nu+si+pepu+htu+w,ᓈᓯᐯᐸᐦᑖᐤ,"s/he runs down to the edge of the water
nu+si+pesku+nu+w,ᓈᓯᐯᐢᑲᓇᐤ,"path towards the water"
nu+si+petu+w,ᓈᓯᐯᑖᐤ,"s/he takes s.t. down to the water"
nu+si+peti+mi+hk,ᓈᓯᐯᑎᒥᕁ,"towards the water
nu+si+pew,ᓈᓯᐯᐤ,"s/he goes down to the water"
nu+si+wew,ᓈᓯᐁᐧᐤ,"s/he fetches people"
nu+sku+si+y,ᓇᐢᑲᓯᕀ,"my fingernail; my claw"
nu+sku+tu+y,ᓇᐢᑲᑕᕀ,"my stomach-covering; my abdominal-wall"
nu+ski+ku+n,ᓈᐢᑭᑲᐣ,"my chest
nu+ski+ku+ni+s,ᓈᐢᑭᑲᓂᐣ,"my chest
nu+ski+to+y,ᓈᐢᑭᑐᕀ,"my flank; my buttock"
nu+sko+mew,ᓇᐢᑯᒣᐤ,"s/he answers s.o.
nu+sko+mi+to+wu+k,ᓇᐢᑯᒥᑐᐊᐧᐠ,"they answer one another"
nu+sko+mo+w,ᓇᐢᑯᒧᐤ,"s/he responds
nu+sko+mo+wi+n,ᓇᐢᑯᒧᐃᐧᐣ,"answer"
nu+sko+new,ᓇᐢᑯᓀᐤ,"s/he answers s.o. (favourably)"
nu+sko+tu+m,ᓇᐢᑯᑕᒼ,"s/he answers s.t. (favourably)
nu+skwu+hu+mu+kew,ᓇᐢᑲᐧᐦᐊᒫᑫᐤ,"s/he responds; s/he sings in response
nu+skwu+hu+mu+wew,ᓇᐢᑲᐧᐦᐊᒪᐁᐧᐤ,"s/he responds to s.o.; s/he sings in response to s.o."
nu+skwu+hkew,ᓇᐢᑳᐧᐦᑫᐤ,"s/he fights back"
nu+skwu+w,ᓇᐢᑳᐧᐤ,"s/he retaliates
nu+skwehu+m,ᓇᐢᑫᐧᐦᐊᒼ,"s/he sings to s.t."
nu+skwehu+mu+kew,ᓇᐢᑫᐧᐦᐊᒫᑫᐤ,"s/he sings in response to others; s/he sings in accompaniment; s/he is a back-up singer"
nu+skwehu+mu+kewi+n,ᓇᐢᑫᐧᐦᐊᒫᑫᐃᐧᐣ,"response; an accompaniment"
nu+skwehu+mu+to+wu+k,ᓇᐢᑫᐧᐦᐊᒫᑐᐊᐧᐠ,"they sing together; they accompany one another singing"
nu+skwehu+mu+wew,ᓇᐢᑫᐧᐦᐊᒪᐁᐧᐤ,"s/he sings along with s.o."
nu+skwehtu+wew,ᓇᐢᑫᐧᐦᑕᐁᐧᐤ,"s/he answers s.o."
nu+skwenu+m,ᓇᐢᑫᐧᓇᒼ,"s/he catches s.t. as it comes by"
nu+skwenew,ᓇᐢᑫᐧᓀᐤ,"s/he picks s.o. up one his/her way; s/he catches s.o. as that one comes by; s/he collects s.o. while moving"
nu+skwepi+tu+m,ᓇᐢᑫᐧᐱᑕᒼ,"s/he seizes s.t. as it passes"
nu+skwepi+tew,ᓇᐢᑫᐧᐱᑌᐤ,"s/he seizes s.o. as that one passes"
nu+skwewu+si+htwu+wi+n,ᓇᐢᑫᐧᐊᐧᓯᐦᑖᐧᐃᐧᐣ,"answer"
nu+skwewu+si+mew,ᓇᐢᑫᐧᐊᐧᓯᒣᐤ,"s/he answers s.o.
nu+skwewu+si+mo+w,ᓇᐢᑫᐧᐊᐧᓯᒧᐤ,"s/he answers
nu+spu+ts,ᓇᐢᐹᐨ,"opposite; in a different way
nu+spu+tsi+sku+m,ᓇᐢᐹᒋᐢᑲᒼ,"s/he wears s.t. the wrong way (e.g. shoes on the wrong feet; a coat inside out)"
nu+spu+tsi+sku+wew,ᓇᐢᐹᒋᐢᑲᐁᐧᐤ,"s/he wears s.o. inside out"
nu+spu+tsi+totu+m,ᓇᐢᐹᒋᑑᑕᒼ,"s/he does s.t. the wrong way"
nu+spu+pu+n,ᓇᐢᐹᐸᐣ,"at daybreak; before sunrise"
nu+spu+ti+nu+m,ᓇᐢᐹᑎᓇᒼ,"s/he holds s.t. the wrong way"
nu+spu+ti+new,ᓇᐢᐹᑎᓀᐤ,"s/he holds s.o. the wrong way"
nu+spu+ti+sku+m,ᓇᐢᐹᑎᐢᑲᒼ,"s/he wears s.t. inside out"
nu+spu+ti+sku+wew,ᓇᐢᐹᑎᐢᑲᐁᐧᐤ,"s/he wears s.o. inside out"
nu+spi+ts,ᓈᐢᐱᐨ,"forever
nu+spi+tu+hwew,ᓈᐢᐱᑕᐦᐁᐧᐤ,"s/he knocks s.o. unconscious
nu+spi+tu+kewi+n,ᓇᐢᐱᑖᑫᐃᐧᐣ,"resemblence"
nu+spi+tu+m,ᓇᐢᐱᑕᒼ,"s/he resembles s.t."
nu+spi+tu+mo+hi+so+w,ᓇᐢᐱᑕᒧᐦᐃᓱᐤ,"s/he makes him/herself into a likeness"
nu+spi+tu+mo+htu+w,ᓈᐢᐱᑕᒧᐦᑖᐤ,"s/he fastens s.t. permanently"
nu+spi+tu+tu+mo+w,ᓈᐢᐱᑕᑖᒧᐤ,"s/he succumbs
nu+spi+tu+wew,ᓇᐢᐱᑕᐁᐧᐤ,"s/he resembles s.o.
nu+spi+ti+hkwu+mi+w,ᓈᐢᐱᑎᐦᑳᐧᒥᐤ,"s/he is in a trance
nu+spi+to+htu+m,ᓇᐢᐱᑐᐦᑕᒼ,"s/he imitates the sound of s.t."
nu+spi+to+htu+wew,ᓇᐢᐱᑐᐦᑕᐁᐧᐤ,"s/he imitates the sound of s.o."
nu+spi+to+htew,ᓈᐢᐱᑐᐦᑌᐤ,"s/he goes never to return"
nu+tu+hu+htew,ᓈᑕᐦᐋᐦᑌᐤ,"s/he goes for s.o. by following that one's tracks"
nu+tu+hu+ko+new,ᓈᑕᐦᐋᑯᓀᐤ,"s/he fetches snow"
nu+tu+hu+m,ᓇᑕᐦᐊᒼ,"s/he canoes upstream
nu+tu+hu+m,ᓈᑕᐦᐊᒼ,"s/he fetches s.t. by water
nu+tu+hu+pew,ᓈᑕᐦᐊᐯᐤ,"s/he checks his/her own nets"
nu+tu+hi+pu+htu+w,ᓇᑕᐦᐃᐸᐦᑖᐤ,"s/he runs up river"
nu+tu+hi+pu+yi+ho+w,ᓇᑕᐦᐃᐸᔨᐦᐅᐤ,"s/he moves upriver
nu+tu+hi+pew,ᓈᑕᐦᐃᐯᐤ,"s/he fetches water"
nu+tu+hi+si+pew,ᓈᑕᐦᐃᓯᐯᐤ,"s/he fetches ducks (e.g. as a dog)"
nu+tu+htu+wu+tu+m,ᓈᑖᐦᑕᐋᐧᑕᒼ,"s/he climbs up (e.g. a tree) to fetch s.t."
nu+tu+htu+wu+tew,ᓈᑖᐦᑕᐋᐧᑌᐤ,"s/he climbs to fetch s.o."
nu+tu+hwew,ᓈᑕᐦᐁᐧᐤ,"s/he fetches s.o. by water
nu+tu+hyu+pew,ᓈᑕᐦᔭᐯᐤ,"s/he goes to look at the nets"
nu+tu+ku+hu+m,ᓈᑕᑲᐦᐊᒼ,"s/he beaches s.t. paddling"
nu+tu+ku+m,ᓈᑕᑳᒼ,"across the water; towards land
nu+tu+ku+mepi+tu+m,ᓈᑕᑳᒣᐱᑕᒼ,"s/he pulls s.t. to shore"
nu+tu+ku+mepi+tew,ᓈᑕᑳᒣᐱᑌᐤ,"s/he pulls s.o. to shore"
nu+tu+ku+meyu+si+w,ᓈᑕᑳᒣᔮᓯᐤ,"s/he sails or is blown across toward shore"
nu+tu+ku+meyu+stu+n,ᓈᑕᑳᒣᔮᐢᑕᐣ,"it sails or is blown across toward shore"
nu+tu+ku+si+nu+m,ᓈᑕᑳᓯᓇᒼ,"s/he guides s.t. (e.g. a boat) to shore"
nu+tu+ku+si+w,ᓈᑕᑳᓯᐤ,"s/he goes to the bush country"
nu+tu+ko+hpew,ᓈᑕᑯᐦᐯᐤ,"s/he fetch the blankets"
nu+tu+kwew,ᓈᑕᑫᐧᐤ,"s/he checks his/her own snares"
nu+tu+m,ᓈᑕᒼ,"s/he fetches s.t.; s/he goes for s.t.
nu+tu+mu+kew,ᓈᑕᒫᑫᐤ,"s/he helps
nu+tu+mu+kewi+n,ᓈᑕᒫᑫᐃᐧᐣ,"help
nu+tu+mu+so+w,ᓈᑕᒫᓱᐤ,"s/he fetches (it/him) for him/herself"
nu+tu+mu+to+wu+k,ᓈᑕᒫᑐᐊᐧᐠ,"they help one another fetch (it)"
nu+tu+mu+wu+so+w,ᓈᑕᒫᐊᐧᓱᐤ,"s/he takes up for his/her own children"
nu+tu+mu+wu+tu+m,ᓈᑕᒪᐋᐧᑕᒼ,"s/he seeks to obtain s.t. for (it/him); s/he takes s.t. up for (it/him)"
nu+tu+mu+wew,ᓈᑕᒪᐁᐧᐤ,"s/he fetches (it/him) for s.o.
nu+tu+mi+nu+ho+w,ᓇᑕᒥᓇᐦᐅᐤ,"s/he goes on a hunt"
nu+tu+mo+stu+m,ᓈᑖᒧᐢᑕᒼ,"s/he flees to s.t.
nu+tu+mo+stu+wew,ᓈᑖᒧᐢᑕᐁᐧᐤ,"s/he flees to s.o. for help
nu+tu+mo+to+tu+m,ᓈᑖᒧᑐᑕᒼ,"s/he goes to s.t. for help; s/he flees to s.t.; s/he seeks refuge in s.t."
nu+tu+mo+to+tu+wew,ᓈᑖᒧᑐᑕᐁᐧᐤ,"s/he flees to s.o.
nu+tu+su+kew,ᓈᑕᓵᑫᐤ,"s/he goes for his/her coat"
nu+tu+su+mu+wew,ᓈᑕᓵᒪᐁᐧᐤ,"s/he gets snowshoes for s.o."
nu+tu+su+mew,ᓈᑕᓵᑫᐤ,"s/he goes for his/her own snowshoes"
nu+tu+ski+hkwew,ᓈᑕᐢᑭᐦᑫᐧᐤ,"s/he goes for a pail"
nu+tu+sko+siwew,ᓈᑕᐢᑯᓰᐁᐧᐤ,"s/he fetches hay"
nu+tu+sti+mew,ᓈᑖᐢᑎᒣᐤ,"s/he fetches s.o. by wind
nu+tu+sti+mwew,ᓈᑕᐢᑎᒣᐧᐤ,"s/he fetches horses or dogs
nu+tu+sto+ti+new,ᓈᑕᐢᑐᑎᓀᐤ,"s/he goes for his/her own hat"
nu+tu+wu+pu+htu+m,ᓈᑕᐋᐧᐸᐦᑕᒼ,"s/he goes to see s.t.
nu+tu+wu+pu+mew,ᓈᑕᐋᐧᐸᒣᐤ,"s/he goes to see s.o.
nu+tu+wu+tu+w,ᓈᑖᐊᐧᑖᐤ,"s/he goes and hauls s.t.
nu+tu+wew,ᓈᑕᐁᐧᐤ,"Iroquois person
nu+tu+wew,ᓈᑖᐁᐧᐤ,"s/he fetches eggs"
nu+tu+weyi+htu+ko+si+w,ᓇᑕᐁᐧᔨᐦᑖᑯᓯᐤ,"s/he is necessary
nu+tu+weyi+htu+kwu+n,ᓇᑕᐁᐧᔨᐦᑖᑲᐧᐣ,"it is necessary
nu+tu+weyi+htu+m,ᓇᑕᐁᐧᔨᐦᑕᒼ,"s/he wants s.t."
nu+tu+weyi+mew,ᓇᑕᐁᐧᔨᒣᐤ,"s/he wants s.o."
nu+tu+wi+htsi+ku+n,ᓈᑕᐃᐧᐦᒋᑲᐣ,"thermometer"
nu+tu+wi+mew,ᓈᑕᐃᐧᒣᐤ,"s/he examines s.o."
nu+tu+y,ᓇᑕᕀ,"my belly
nu+tu+yu+pew,ᓈᑕᔮᐯᐤ,"s/he goes for his/her net"
nu+tu+yi+pu+yi+ho+w,ᓇᑕᔨᐸᔨᐦᐅᐤ,"it spawns; s/he travels upstream"
nu+tew,ᓈᑌᐤ,"s/he fetches s.o.; s/he goes for s.o.
nu+ti+mi+hk,ᓇᑎᒥᕁ,"upstream
nu+ti+mi+hk i+si+,ᓇᑎᒥᕁ ᐃᓯ,"upstream; inland; towards the west"
nu+ti+miwi+yi+ni+wu+k,ᓇᑎᒦᐃᐧᔨᓂᐊᐧᐠ,"upriver Cree
nu+ti+pew,ᓈᑎᐯᐤ,"s/he fetches a liquid
nu+ti+su+hu+m,ᓈᑎᓴᐦᐊᒼ,"s/he sends for s.t.
nu+ti+su+hi+kew,ᓈᑎᓴᐦᐃᑫᐤ,"s/he sends for things
nu+ti+su+hi+kewi+n,ᓈᑎᓴᐦᐃᑫᐃᐧᐣ,"an order (for things)
nu+ti+su+hwew,ᓈᑎᓴᐦᐁᐧᐤ,"s/he sends for s.o.; s/he drives s.o. in"
nu+ti+skwewew,ᓈᑎᐢᑫᐧᐁᐧᐤ,"he fetches women
nu+ti+soni+yu+hkew,ᓈᑎᓲᓂᔮᐦᑫᐤ,"s/he goes to make money"
nu+ti+soni+yu+wew,ᓈᑎᓲᓂᔮᐁᐧᐤ,"s/he fetches money (e.g. get treaty money)"
nu+ti+tu+pew,ᓈᑎᑖᐯᐤ,"s/he goes and drags something back
nu+ti+ti+su+hu+m,ᓈᑎᑎᓴᐦᐊᒼ,"s/he sends for s.t.
nu+ti+ti+su+hi+kew,ᓈᑎᑎᓴᐦᐃᑫᐤ,"s/he sends for things; s/he places an order"
nu+ti+ti+su+hi+kewu+si+nu+hi+ku+n,ᓈᑎᑎᓴᐦᐃᑫᐊᐧᓯᓇᐦᐃᑲᐣ,"mail-order catalogue"
nu+ti+ti+su+hwew,ᓈᑎᑎᓴᐦᐁᐧᐤ,"s/he sends for s.o.
nu+ti+to+wu+k,ᓈᑎᑐᐊᐧᐠ,"they make for one another
nu+to+tsi+kew,ᓇᑐᒋᑫᐤ,"s/he asks for things; s/he places an order (for supplies)
nu+to+htu+m,ᓇᑐᐦᑕᒼ,"s/he listens to s.t."
nu+to+htu+wew,ᓇᑐᐦᑕᐁᐧᐤ,"s/he listens to s.o."
nu+to+mu+tsi+kew,ᓇᑐᒫᒋᑫᐤ,"s/he smells around for a scent (as a dog)"
nu+to+mew,ᓇᑐᒣᐤ,"s/he calls s.o.
nu+to+nu+m,ᓇᑐᓇᒼ,"s/he looks for s.t.
nu+to+nu+wew,ᓇᑐᓇᐁᐧᐤ,"s/he looks for s.o.
nu+to+ni+kew,ᓇᑐᓂᑫᐤ,"s/he searches"
nu+to+pu+yi+w,ᓇᑐᐸᔨᐤ,"s/he goes scouting around"
nu+to+pu+yi+wi+n,ᓇᑐᐸᔨᐃᐧᐣ,"scouting party (during tribal wars)"
nu+topew,ᓈᑑᐯᐤ,"s/he goes to fetch water
nu+to+tu+m,ᓇᑐᑕᒼ,"s/he asks for s.t."
nu+to+tu+mu+kew,ᓇᑐᑕᒫᑫᐤ,"s/he makes a request"
nu+to+tu+mu+wew,ᓇᑐᑕᒪᐁᐧᐤ,"s/he asks s.o. for (it/him)"
nu+twu+hu+m,ᓈᑖᐧᐦᐊᒼ,"s/he splits s.t. by tool
nu+twu+hi+mi+htew,ᓈᑖᐧᐦᐃᒥᐦᑌᐤ,"s/he splits wood"
nu+twu+hi+ni+htew,ᓈᑖᐧᐦᐃᓂᐦᑌᐤ,"s/he splits wood"
nu+twu+hti+n,ᓈᑖᐧᐦᑎᐣ,"it breaks in two from falling"
nu+twu+hti+tu+w,ᓈᑖᐧᐦᑎᑖᐤ,"s/he breaks s.t. in two by knocking it on something"
nu+twu+ku+hu+m,ᓈᑖᐧᑲᐦᐊᒼ,"s/he breaks s.t. with a hammer"
nu+twu+nu+m,ᓈᑖᐧᓇᒼ,"s/he snaps s.t. apart; s/he breaks s.t. off by hand"
nu+twu+nu+mu+wew,ᓈᑖᐧᓇᒪᐁᐧᐤ,"s/he breaks (it/him) off by hand for s.o."
nu+twu+new,ᓈᑖᐧᓀᐤ,"s/he breaks s.o. in two; s/he breaks s.o. off by hand"
nu+twu+pu+yi+w,ᓈᑖᐧᐸᔨᐤ,"it breaks in two; it breaks off (as in a high wind)
nu+twu+pi+tu+m,ᓈᑖᐧᐱᑕᒼ,"s/he breaks s.t. off (by pulling and bending)
nu+twu+pi+tew,ᓈᑖᐧᐱᑌᐤ,"s/he breaks s.o. off (by pulling and bending)"
nu+twu+si+mew,ᓈᑖᐧᓯᒣᐤ,"s/he breaks s.o. (by throwing him against something)"
nu+twu+si+n,ᓈᑖᐧᓯᐣ,"s/he breaks (by falling)"
nu+twu+sku+m,ᓈᑖᐧᐢᑲᒼ,"s/he breaks s.t. by a kick"
nu+twu+ski+hku+so+w,ᓈᑖᐧᐢᑭᐦᑲᓱᐤ,"it is broken in fire (i.e. tree)"
nu+twu+ski+ku+so+w,ᓈᑖᐧᐢᑭᑳᓱᐤ,"it is broken
nu+twu+wepu+hu+m,ᓈᑖᐧᐁᐧᐸᐦᐊᒼ,"s/he breaks s.t. off and throw it down
nu+twu+wepi+sku+m,ᓈᑖᐧᐁᐧᐱᐢᑲᒼ,"s/he breaks s.t. with a violent kick"
nu+twu+yu+si+w,ᓈᑖᐧᔮᓯᐤ,"s/he breaks in the wind (as a tree)"
nu+twu+yu+stu+n,ᓈᑖᐧᔮᐢᑕᐣ,"it breaks in the wind"
nu+wu+ts,ᓇᐊᐧᐨ,"by comparison; better
nu+wu+ts u+pi+sis,ᓇᐊᐧᐨ ᐊᐱᓰᐢ,"less"
nu+wu+ts eko+si+,ᓇᐊᐧᐨ ᐁᑯᓯ,"that's better"
nu+wu+ts eko+si+ i+si+,ᓇᐊᐧᐨ ᐁᑯᓯ ᐃᓯ,"that's better that way"
nu+wu+ts kwu+yu+sk,ᓇᐊᐧᐨ ᑲᐧᔭᐢᐠ,"better"
nu+wu+ts mi+stu+hi+,ᓇᐊᐧᐨ ᒥᐢᑕᐦᐃ,"more
nu+wu+ts pi+ko+,ᓇᐊᐧᐨ ᐱᑯ,"sort of
nu+wu+ts wu+hyu+w,ᓇᐊᐧᐨ ᐋᐧᐦᔭ,"quite far"
nu+wu+ts wipu+ts,ᓇᐊᐧᐨ ᐄᐧᐸᐨ,"earlier"
nu+wu+tsihi+so+w,ᓇᐊᐧᒌᐦᐃᓱᐤ,"s/he roasts (it) for him/herself"
nu+wu+tsistu+mu+so+w,ᓇᐊᐧᒌᐢᑕᒫᓱᐤ,"s/he cooks (it/him) for him/herself
nu+wu+tsistu+mu+wew,ᓇᐊᐧᒌᐢᑕᒪᐁᐧᐤ,"s/he cooks (it/him) for s.o.
nu+wu+tsiswew,ᓇᐊᐧᒌᓭᐧᐤ,"s/he roasts s.o."
nu+wu+tsiw,ᓇᐊᐧᒌᐤ,"s/he roasts s.t.
nu+wu+tsiwu+tew,ᓇᐊᐧᒌᐋᐧᑌᐤ,"s/he makes a roast of s.o.
nu+wu+tsiwi+n,ᓇᐊᐧᒌᐃᐧᐣ,"roast"
nu+wu+ku+pi+w,ᓇᐊᐧᑲᐱᐤ,"s/he sits with his/her own head and body bent down
nu+wu+ki+pu+htu+w,ᓇᐊᐧᑭᐸᐦᑖᐤ,"s/he runs with his/her own body bent"
nu+wu+ki+pu+yi+ho+w,ᓇᐊᐧᑭᐸᔨᐦᐅᐤ,"s/he ducks his/her own head
nu+wu+ki+skwenew,ᓇᐊᐧᑭᐢᑫᐧᓀᐤ,"s/he bends down s.o.'s head"
nu+wu+ki+skwepi+w,ᓇᐊᐧᑭᐢᑫᐧᐱᐤ,"s/he sits with his/her own head down"
nu+wu+ki+skwesi+mo+w,ᓇᐊᐧᑭᐢᑫᐧᓯᒧᐤ,"s/he dances with his/her own head down"
nu+wu+ki+skweyi+w,ᓇᐊᐧᑭᐢᑫᐧᔨᐤ,"s/he hangs his/her own head down
nu+wu+kistu+wew,ᓇᐊᐧᑮᐢᑕᐁᐧᐤ,"s/he bows to s.o."
nu+wu+kiw,ᓇᐊᐧᑮᐤ,"s/he bends over
nu+wu+su+wu+pu+mo+w,ᓇᐊᐧᓴᐋᐧᐸᒧᐤ,"s/he makes his/her choice by sight"
nu+wu+sonu+ku+n,ᓇᐊᐧᓲᓈᑲᐣ,"chosen person"
nu+wu+sonu+m,ᓇᐊᐧᓲᓇᒼ,"s/he chooses s.t."
nu+wu+sonu+mu+wew,ᓇᐊᐧᓲᓇᒪᐁᐧᐤ,"s/he chooses (it/him) for s.o.; s/he makes a choice for s.o."
nu+wu+sonew,ᓇᐊᐧᓲᓀᐤ,"s/he chooses s.o.; s/he picks s.o. out"
nu+wu+soni+ku+n,ᓇᐊᐧᓲᓂᑲᐣ,"chosen thing"
nu+wu+soni+kew,ᓇᐊᐧᓲᓂᑫᐤ,"s/he chooses
nu+wu+soni+kewi+n,ᓇᐊᐧᓲᓂᑫᐃᐧᐣ,"choosing; voting"
nu+wu+swu+si+wew,ᓇᐊᐧᓵᐧᓯᐁᐧᐤ,"s/he chases after a person
nu+wu+swu+tu+m,ᓇᐊᐧᓵᐧᑕᒼ,"s/he chases after s.t.
nu+wu+swu+tew,ᓇᐊᐧᓵᐧᑌᐤ,"s/he chases after s.o.
nu+wu+swu+ti+to+wu+k,ᓇᐊᐧᓵᐧᑎᑐᐊᐧᐠ,"they chase one another"
nu+wu+swew,ᓇᐊᐧᓭᐧᐤ,"s/he gives chase
nu+wu+t,ᓇᐊᐧᐟ,"by comparison; better
nu+wu+tu+hu+m,ᓇᐊᐧᑕᐦᐊᒼ,"s/he hits s.t. in mid-air
nu+wu+tu+hi+kew,ᓇᐊᐧᑕᐦᐃᑫᐤ,"s/he shoots things in mid-air
nu+wu+tu+hwew,ᓇᐊᐧᑕᐦᐁᐧᐤ,"s/he hits s.o. in mid-air
nu+wu+tu+ski+tew,ᓇᐊᐧᑖᐢᑭᑌᐤ,"it catches on fire
nu+wu+ti+nu+m,ᓇᐊᐧᑎᓇᒼ,"s/he grabs s.t.
nu+wu+ti+nu+mu+wew,ᓇᐊᐧᑎᓇᒪᐁᐧᐤ,"s/he takes hold of (it/him) for s.o."
nu+wu+ti+new,ᓇᐊᐧᑎᓀᐤ,"s/he grabs s.o.
nu+wu+y,ᓈᐊᐧᕀ,"in back
nu+wu+y pisi+m,ᓈᐊᐧᕀ ᐲᓯᒼ,"last month"
nu+wu+yes,ᓈᐊᐧᔦᐢ,"a bit behind"
nu+wu+yi+mew,ᓈᐊᐧᔨᒣᐤ,"s/he follows behind s.o."
nu+wu+yohpi+tu+m,ᓈᐊᐧᔫᐦᐱᑕᒼ,"s/he ties s.t. in a sequence"
nu+wu+yohpi+tew,ᓈᐊᐧᔫᐦᐱᑌᐤ,"s/he ties s.o. in a sequence"
nu+wu+yoti+su+hi+kew,ᓈᐊᐧᔫᑎᓴᐦᐃᑫᐤ,"s/he follows along"
nu+weku+mi+k,ᓇᐁᐧᑲᒥᐠ,"lean-to shelter"
nu+weko+tsi+n,ᓇᐁᐧᑯᒋᐣ,"s/he hangs slanted (as a clock on the wall)"
nu+weko+tew,ᓇᐁᐧᑯᑌᐤ,"it hangs slanted (as a picture)"
